"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OH-111,"Monroe County",2.46,59,-0.28,2.74
OH-113,"Montgomery County",0.85,10,-1.78,2.63
OH-115,"Morgan County",1.66,33,-0.85,2.51
OH-117,"Morrow County",1.28,18,-1.24,2.52
OH-119,"Muskingum County",1.36,26,-1.1,2.46
OH-121,"Noble County",2.09,45,-0.5,2.59
OH-123,"Ottawa County",0.77,9,-1.56,2.33
OH-125,"Paulding County",1.2,19,-1.26,2.46
OH-127,"Perry County",1.2,20,-1.25,2.45
OH-129,"Pickaway County",0.64,8,-1.67,2.31
OH-131,"Pike County",0.86,13,-1.55,2.41
OH-133,"Portage County",1.88,36,-0.85,2.73
OH-135,"Preble County",0.66,7,-2.09,2.75
OH-137,"Putnam County",0.81,11,-1.62,2.43
OH-139,"Richland County",1.46,26,-1.03,2.49
OH-141,"Ross County",0.68,9,-1.7,2.38
OH-143,"Sandusky County",0.77,8,-1.6,2.37
OH-145,"Scioto County",1.24,20,-1.28,2.52
OH-147,"Seneca County",0.91,14,-1.56,2.47
OH-149,"Shelby County",0.57,6,-2.0,2.57
OH-151,"Stark County",1.81,39,-0.7,2.51
OH-153,"Summit County",1.98,40,-0.64,2.62
OH-155,"Trumbull County",2.06,38,-0.84,2.9
OH-157,"Tuscarawas County",1.47,25,-1.04,2.51
OH-159,"Union County",0.83,11,-1.56,2.39
OH-161,"Van Wert County",0.87,11,-1.61,2.48
OH-163,"Vinton County",1.19,17,-1.28,2.47
OH-165,"Warren County",0.97,11,-1.72,2.69
OH-167,"Washington County",2.62,68,0.0,2.62
OH-169,"Wayne County",1.71,37,-0.71,2.42
OH-171,"Williams County",1.27,23,-1.23,2.5
OH-173,"Wood County",0.83,14,-1.55,2.38
OH-175,"Wyandot County",1.12,17,-1.37,2.49
OK-001,"Adair County",4.81,86,1.06,3.75
OK-003,"Alfalfa County",0.51,15,-1.77,2.28
OK-005,"Atoka County",4.33,80,0.43,3.9
OK-007,"Beaver County",0.2,13,-1.32,1.52
OK-009,"Beckham County",2.94,92,0.61,2.33
OK-011,"Blaine County",1.51,40,-0.94,2.45
OK-013,"Bryan County",5.01,92,1.2,3.81
OK-015,"Caddo County",4.11,102,1.31,2.8
OK-017,"Canadian County",2.59,74,-0.23,2.82
OK-019,"Carter County",4.49,91,0.89,3.6
OK-021,"Cherokee County",4.14,74,0.39,3.75
OK-023,"Choctaw County",4.84,85,0.88,3.96
OK-025,"Cimarron County",0.27,28,-0.88,1.15
OK-027,"Cleveland County",2.88,71,-0.41,3.29
OK-029,"Coal County",4.41,81,0.6,3.81
OK-031,"Comanche County",5.31,109,2.29,3.02
OK-033,"Cotton County",5.03,103,1.92,3.11
OK-035,"Craig County",1.99,38,-1.71,3.7
OK-037,"Creek County",2.1,47,-1.25,3.35
OK-039,"Custer County",2.01,66,-0.32,2.33
OK-041,"Delaware County",4.39,81,0.68,3.71
OK-043,"Dewey County",0.74,22,-1.49,2.23
OK-045,"Ellis County",0.3,17,-1.64,1.94
OK-047,"Garfield County",1.54,39,-1.07,2.61
OK-049,"Garvin County",4.5,92,0.94,3.56
OK-051,"Grady County",4.11,95,1.01,3.1
OK-053,"Grant County",1.15,30,-1.36,2.51
OK-055,"Greer County",3.14,97,0.67,2.47
OK-057,"Harmon County",2.65,88,0.28,2.37
OK-059,"Harper County",0.18,12,-1.6,1.78
OK-061,"Haskell County",4.7,84,0.96,3.74
OK-063,"Hughes County",4.07,80,0.3,3.77
OK-065,"Jackson County",3.43,100,0.85,2.58
OK-067,"Jefferson County",4.95,97,1.58,3.37
OK-069,"Johnston County",4.29,84,0.57,3.72
OK-071,"Kay County",1.46,33,-1.29,2.75
OK-073,"Kingfisher County",2.16,60,-0.49,2.65
OK-075,"Kiowa County",4.39,107,1.76,2.63
OK-077,"Latimer County",4.44,77,0.56,3.88
OK-079,"Le Flore County",5.01,93,1.31,3.7
OK-081,"Lincoln County",2.46,61,-0.8,3.26
OK-083,"Logan County",2.45,68,-0.46,2.91
OK-085,"Love County",4.76,95,1.18,3.58
OK-087,"McClain County",3.43,81,0.11,3.32
OK-089,"McCurtain County",3.92,73,-0.04,3.96
OK-091,"McIntosh County",3.99,74,0.2,3.79
OK-093,"Major County",0.65,18,-1.66,2.31
OK-095,"Marshall County",4.5,87,0.79,3.71
OK-097,"Mayes County",2.74,49,-1.03,3.77
OK-099,"Murray County",4.44,89,0.79,3.65
OK-101,"Muskogee County",3.66,68,-0.12,3.78
OK-103,"Noble County",1.81,43,-1.02,2.83
OK-105,"Nowata County",1.71,35,-1.77,3.48
OK-107,"Okfuskee County",2.91,66,-0.67,3.58
OK-109,"Oklahoma County",2.79,76,-0.28,3.07
OK-111,"Okmulgee County",2.73,58,-0.95,3.68
OK-113,"Osage County",1.64,33,-1.49,3.13
OK-115,"Ottawa County",2.89,56,-0.77,3.66
OK-117,"Pawnee County",1.68,37,-1.36,3.04
OK-119,"Payne County",2.05,50,-1.05,3.1
OK-121,"Pittsburg County",4.56,84,0.61,3.95
OK-123,"Pontotoc County",4.24,82,0.51,3.73
OK-125,"Pottawatomie County",2.89,68,-0.51,3.4
OK-127,"Pushmataha County",3.94,68,-0.15,4.09
OK-129,"Roger Mills County",1.55,56,-0.67,2.22
OK-131,"Rogers County",1.94,39,-1.63,3.57
OK-133,"Seminole County",3.09,66,-0.44,3.53
OK-135,"Sequoyah County",5.26,91,1.41,3.85
OK-137,"Stephens County",5.32,106,2.03,3.29
OK-139,"Texas County",0.33,30,-0.95,1.28
OK-141,"Tillman County",4.12,105,1.37,2.75
OK-143,"Tulsa County",1.94,40,-1.53,3.47
OK-145,"Wagoner County",2.7,54,-0.92,3.62
OK-147,"Washington County",1.76,36,-1.58,3.34
OK-149,"Washita County",3.55,101,1.05,2.5
OK-151,"Woods County",0.23,11,-1.85,2.08
OK-153,"Woodward County",0.31,18,-1.76,2.07
OR-001,"Baker County",0.92,46,-0.39,1.31
OR-003,"Benton County",2.18,26,-2.11,4.29
OR-005,"Clackamas County",4.96,49,-1.17,6.13
OR-007,"Clatsop County",5.06,35,-2.46,7.52
OR-009,"Columbia County",2.79,32,-1.75,4.54
OR-011,"Coos County",1.73,16,-3.25,4.98
OR-013,"Crook County",0.67,42,-0.39,1.06
OR-015,"Curry County",1.41,13,-4.73,6.14
OR-017,"Deschutes County",1.04,44,-0.68,1.72
OR-019,"Douglas County",2.19,28,-1.91,4.1
OR-021,"Gilliam County",0.88,76,0.03,0.85
OR-023,"Grant County",1.42,72,0.0,1.42
OR-025,"Harney County",0.65,54,-0.27,0.92
OR-027,"Hood River County",3.98,55,-0.66,4.64
OR-029,"Jackson County",1.35,30,-1.53,2.88
OR-031,"Jefferson County",0.75,27,-0.58,1.33
OR-033,"Josephine County",1.26,21,-2.66,3.92
OR-035,"Klamath County",0.88,27,-1.1,1.98
OR-037,"Lake County",0.38,25,-0.69,1.07
OR-039,"Lane County",3.11,35,-1.93,5.04
OR-041,"Lincoln County",3.7,25,-3.36,7.06
OR-043,"Linn County",3.54,32,-2.03,5.57
OR-045,"Malheur County",0.64,52,-0.25,0.89
OR-047,"Marion County",3.57,37,-1.6,5.17
OR-049,"Morrow County",1.42,95,0.35,1.07
OR-051,"Multnomah County",4.2,49,-0.93,5.13
OR-053,"Polk County",2.79,27,-2.26,5.05
OR-055,"Sherman County",0.75,51,-0.26,1.01
OR-057,"Tillamook County",4.92,29,-3.42,8.34
OR-059,"Umatilla County",1.81,84,0.25,1.56
OR-061,"Union County",2.06,69,0.0,2.06
OR-063,"Wallowa County",1.47,42,-0.52,1.99
OR-065,"Wasco County",1.1,46,-0.39,1.49
OR-067,"Washington County",2.83,32,-1.56,4.39
OR-069,"Wheeler County",1.06,67,-0.06,1.12
OR-071,"Yamhill County",2.67,28,-2.04,4.71
PA-001,"Adams County",3.15,66,-0.13,3.28
PA-003,"Allegheny County",1.81,38,-0.78,2.59
PA-005,"Armstrong County",2.05,35,-0.94,2.99
PA-007,"Beaver County",1.72,36,-0.84,2.56
PA-009,"Bedford County",1.83,46,-1.05,2.88
PA-011,"Berks County",4.94,100,1.62,3.32
PA-013,"Blair County",1.52,24,-1.4,2.92
PA-015,"Bradford County",1.61,21,-1.34,2.95
PA-017,"Bucks County",5.5,107,2.18,3.32
PA-019,"Butler County",1.97,36,-0.92,2.89
PA-021,"Cambria County",1.73,28,-1.33,3.06
PA-023,"Cameron County",1.63,23,-1.5,3.13
PA-025,"Carbon County",4.55,83,0.73,3.82
PA-027,"Centre County",2.02,37,-1.08,3.1
PA-029,"Chester County",5.32,108,2.11,3.21
PA-031,"Clarion County",2.11,32,-1.08,3.19
PA-033,"Clearfield County",1.94,31,-1.09,3.03
PA-035,"Clinton County",2.07,39,-1.01,3.08
PA-037,"Columbia County",3.11,63,-0.2,3.31
PA-039,"Crawford County",3.11,52,-0.44,3.55
PA-041,"Cumberland County",3.13,69,-0.1,3.23
PA-043,"Dauphin County",3.62,76,0.31,3.31
PA-045,"Delaware County",5.7,113,2.68,3.02
PA-047,"Elk County",1.86,24,-1.37,3.23
PA-049,"Erie County",4.21,77,0.42,3.79
PA-051,"Fayette County",2.13,40,-0.83,2.96
PA-053,"Forest County",1.95,28,-1.41,3.36
PA-055,"Franklin County",2.33,50,-0.82,3.15
PA-057,"Fulton County",2.02,51,-1.01,3.03
PA-059,"Greene County",2.63,62,-0.08,2.71
PA-061,"Huntingdon County",1.72,37,-1.2,2.92
PA-063,"Indiana County",1.66,27,-1.35,3.01
PA-065,"Jefferson County",2.03,34,-1.11,3.14
PA-067,"Juniata County",2.32,52,-0.9,3.22
PA-069,"Lackawanna County",3.56,77,0.17,3.39
PA-071,"Lancaster County",4.61,99,1.5,3.11
PA-073,"Lawrence County",2.08,42,-0.61,2.69
PA-075,"Lebanon County",4.59,93,1.32,3.27
PA-077,"Lehigh County",5.08,99,1.64,3.44
PA-079,"Luzerne County",3.19,66,-0.22,3.41
PA-081,"Lycoming County",2.49,45,-0.71,3.2
PA-083,"McKean County",1.97,27,-1.41,3.38
PA-085,"Mercer County",2.36,40,-0.73,3.09
PA-087,"Mifflin County",2.04,42,-1.06,3.1
PA-089,"Monroe County",4.85,90,1.08,3.77
PA-091,"Montgomery County",5.4,109,2.16,3.24
PA-093,"Montour County",3.27,68,0.1,3.17
PA-095,"Northampton County",5.26,105,1.77,3.49
PA-097,"Northumberland County",3.17,67,-0.03,3.2
PA-099,"Perry County",2.84,59,-0.48,3.32
PA-101,"Philadelphia County",6.12,120,3.05,3.07
PA-103,"Pike County",5.55,104,2.01,3.54
PA-105,"Potter County",1.15,11,-1.98,3.13
PA-107,"Schuylkill County",3.67,73,0.06,3.61
PA-109,"Snyder County",2.92,62,-0.39,3.31
PA-111,"Somerset County",2.42,52,-0.58,3
PA-113,"Sullivan County",3.01,54,-0.46,3.47
PA-115,"Susquehanna County",3.09,57,-0.27,3.36
PA-117,"Tioga County",1.0,11,-1.84,2.84
PA-119,"Union County",2.98,60,-0.24,3.22
PA-121,"Venango County",2.29,32,-0.99,3.28
PA-123,"Warren County",2.67,36,-0.89,3.56
PA-125,"Washington County",2.32,54,-0.3,2.62
PA-127,"Wayne County",4.16,85,0.7,3.46
PA-129,"Westmoreland County",2.31,49,-0.57,2.88
PA-131,"Wyoming County",2.89,56,-0.38,3.27
PA-133,"York County",3.8,85,0.64,3.16
RI-001,"Bristol County",5.81,108,2.36,3.45
RI-003,"Kent County",5.84,104,2.25,3.59
RI-005,"Newport County",5.55,108,2.26,3.29
RI-007,"Providence County",5.77,103,2.12,3.65
RI-009,"Washington County",5.31,103,1.97,3.34
SC-001,"Abbeville County",1.25,32,-1.76,3.01
SC-003,"Aiken County",2.25,68,-0.43,2.68
SC-005,"Allendale County",2.75,80,0.23,2.52
SC-007,"Anderson County",1.0,20,-2.16,3.16
SC-009,"Bamberg County",3.0,81,0.38,2.62
SC-011,"Barnwell County",2.73,77,0.17,2.56
SC-013,"Beaufort County",1.58,36,-1.35,2.93
SC-015,"Berkeley County",4.34,96,1.38,2.96
SC-017,"Calhoun County",1.56,45,-1.07,2.63
SC-019,"Charleston County",3.59,83,0.5,3.09
SC-021,"Cherokee County",2.04,46,-1.51,3.55
SC-023,"Chester County",2.84,70,-0.25,3.09
SC-025,"Chesterfield County",2.89,76,-0.08,2.97
SC-027,"Clarendon County",3.1,79,0.3,2.8
SC-029,"Colleton County",3.61,88,0.78,2.83
SC-031,"Darlington County",2.74,75,-0.08,2.82
SC-033,"Dillon County",1.35,37,-1.41,2.76
SC-035,"Dorchester County",4.23,99,1.37,2.86
SC-037,"Edgefield County",2.03,56,-0.77,2.8
SC-039,"Fairfield County",3.21,87,0.33,2.88
SC-041,"Florence County",2.19,62,-0.64,2.83
SC-043,"Georgetown County",3.83,82,0.63,3.2
SC-045,"Greenville County",1.15,16,-2.84,3.99
SC-047,"Greenwood County",1.74,48,-1.24,2.98
SC-049,"Hampton County",2.56,77,-0.08,2.64
SC-051,"Horry County",1.56,41,-1.48,3.04
SC-053,"Jasper County",1.51,33,-1.28,2.79
SC-055,"Kershaw County",3.15,85,0.32,2.83
SC-057,"Lancaster County",2.86,68,-0.14,3
SC-059,"Laurens County",1.97,48,-1.19,3.16
SC-061,"Lee County",2.97,78,0.13,2.84
SC-063,"Lexington County",2.24,58,-0.5,2.74
SC-065,"McCormick County",1.41,35,-1.51,2.92
SC-067,"Marion County",1.66,47,-1.25,2.91
SC-069,"Marlboro County",2.13,57,-0.72,2.85
SC-071,"Newberry County",2.88,78,-0.05,2.93
SC-073,"Oconee County",1.01,13,-3.0,4.01
SC-075,"Orangeburg County",2.4,69,-0.29,2.69
SC-077,"Pickens County",0.66,8,-3.36,4.02
SC-079,"Richland County",1.89,54,-0.8,2.69
SC-081,"Saluda County",3.22,87,0.34,2.88
SC-083,"Spartanburg County",2.06,38,-1.67,3.73
SC-085,"Sumter County",2.5,77,-0.22,2.72
SC-087,"Union County",2.11,49,-1.14,3.25
SC-089,"Williamsburg County",3.68,85,0.74,2.94
SC-091,"York County",1.48,39,-1.83,3.31
SD-003,"Aurora County",0.46,25,-1.02,1.48
SD-005,"Beadle County",0.41,19,-1.03,1.44
SD-007,"Bennett County",0.5,26,-0.71,1.21
SD-009,"Bon Homme County",1.02,46,-0.58,1.6
SD-011,"Brookings County",0.69,30,-0.9,1.59
SD-013,"Brown County",0.16,7,-1.19,1.35
SD-015,"Brule County",0.61,36,-0.78,1.39
SD-017,"Buffalo County",0.78,44,-0.52,1.3
SD-019,"Butte County",0.61,52,-0.41,1.02
SD-021,"Campbell County",0.18,11,-0.98,1.16
SD-023,"Charles Mix County",0.76,42,-0.73,1.49
SD-025,"Clark County",0.48,23,-1.06,1.54
SD-027,"Clay County",0.68,24,-1.0,1.68
SD-029,"Codington County",0.63,29,-0.96,1.59
SD-031,"Corson County",0.24,11,-0.86,1.1
SD-033,"Custer County",0.75,49,-0.37,1.12
SD-035,"Davison County",0.41,20,-1.11,1.52
SD-037,"Day County",0.28,10,-1.22,1.5
SD-039,"Deuel County",0.61,25,-0.99,1.6
SD-041,"Dewey County",0.31,20,-0.82,1.13
SD-043,"Douglas County",0.65,32,-0.86,1.51
SD-045,"Edmunds County",0.22,15,-1.02,1.24
SD-047,"Fall River County",0.8,53,-0.32,1.12
SD-049,"Faulk County",0.43,23,-0.84,1.27
SD-051,"Grant County",0.59,27,-1.03,1.62
SD-053,"Gregory County",0.57,31,-0.87,1.44
SD-055,"Haakon County",0.53,40,-0.62,1.15
SD-057,"Hamlin County",0.7,28,-0.88,1.58
SD-059,"Hand County",0.7,38,-0.64,1.34
SD-061,"Hanson County",0.54,25,-0.98,1.52
SD-063,"Harding County",0.72,75,-0.17,0.89
SD-065,"Hughes County",0.71,50,-0.45,1.16
SD-067,"Hutchinson County",0.78,39,-0.8,1.58
SD-069,"Hyde County",0.81,51,-0.46,1.27
SD-071,"Jackson County",0.54,36,-0.67,1.21
SD-073,"Jerauld County",0.44,22,-1.01,1.45
SD-075,"Jones County",0.61,45,-0.61,1.22
SD-077,"Kingsbury County",0.62,25,-0.99,1.61
SD-079,"Lake County",0.7,30,-0.93,1.63
SD-081,"Lawrence County",0.86,35,-0.71,1.57
SD-083,"Lincoln County",0.42,17,-1.26,1.68
SD-085,"Lyman County",0.75,48,-0.48,1.23
SD-087,"McCook County",0.71,33,-0.91,1.62
SD-089,"McPherson County",0.15,7,-1.07,1.22
SD-091,"Marshall County",0.23,9,-1.24,1.47
SD-093,"Meade County",0.65,49,-0.45,1.1
SD-095,"Mellette County",0.51,37,-0.75,1.26
SD-097,"Miner County",0.57,25,-0.97,1.54
SD-099,"Minnehaha County",0.51,21,-1.14,1.65
SD-101,"Moody County",0.66,28,-0.99,1.65
SD-102,"Oglala Lakota County",0.82,48,-0.4,1.22
SD-103,"Pennington County",0.57,35,-0.61,1.18
SD-105,"Perkins County",0.48,38,-0.49,0.97
SD-107,"Potter County",0.34,23,-0.83,1.17
SD-109,"Roberts County",0.42,21,-1.1,1.52
SD-111,"Sanborn County",0.36,17,-1.15,1.51
SD-115,"Spink County",0.36,20,-1.04,1.4
SD-117,"Stanley County",0.54,42,-0.59,1.13
SD-119,"Sully County",0.58,40,-0.55,1.13
SD-121,"Todd County",0.37,19,-0.9,1.27
SD-123,"Tripp County",0.47,29,-0.87,1.34
SD-125,"Turner County",0.65,26,-1.0,1.65
SD-127,"Union County",0.63,21,-1.08,1.71
SD-129,"Walworth County",0.21,15,-0.98,1.19
SD-135,"Yankton County",0.78,37,-0.85,1.63
SD-137,"Ziebach County",0.51,37,-0.58,1.09
TN-001,"Anderson County",1.33,19,-1.69,3.02
TN-003,"Bedford County",1.71,31,-1.54,3.25
TN-005,"Benton County",1.67,30,-1.29,2.96
TN-007,"Bledsoe County",1.61,27,-1.75,3.36
TN-009,"Blount County",1.61,26,-1.56,3.17
TN-011,"Bradley County",1.34,24,-1.73,3.07
TN-013,"Campbell County",1.42,18,-1.71,3.13
TN-015,"Cannon County",1.93,34,-1.32,3.25
TN-017,"Carroll County",1.92,36,-1.04,2.96
TN-019,"Carter County",2.13,41,-0.89,3.02
TN-021,"Cheatham County",1.65,28,-1.18,2.83
TN-023,"Chester County",2.07,46,-0.82,2.89
TN-025,"Claiborne County",1.66,31,-1.29,2.95
TN-027,"Clay County",1.78,31,-1.22,3
TN-029,"Cocke County",1.43,22,-1.56,2.99
TN-031,"Coffee County",1.71,29,-1.49,3.2
TN-033,"Crockett County",2.18,48,-0.78,2.96
TN-035,"Cumberland County",1.51,25,-1.69,3.2
TN-037,"Davidson County",1.61,28,-1.22,2.83
TN-039,"Decatur County",2.03,43,-0.96,2.99
TN-041,"DeKalb County",1.8,33,-1.35,3.15
TN-043,"Dickson County",1.68,31,-1.2,2.88
TN-045,"Dyer County",1.99,43,-1.03,3.02
TN-047,"Fayette County",3.01,73,0.04,2.97
TN-049,"Fentress County",1.54,27,-1.39,2.93
TN-051,"Franklin County",1.7,29,-1.5,3.2
TN-053,"Gibson County",1.82,35,-1.15,2.97
TN-055,"Giles County",2.26,46,-0.91,3.17
TN-057,"Grainger County",1.43,26,-1.23,2.66
TN-059,"Greene County",1.48,26,-1.18,2.66
TN-061,"Grundy County",1.82,28,-1.53,3.35
TN-063,"Hamblen County",1.3,23,-1.19,2.49
TN-065,"Hamilton County",1.65,28,-1.63,3.28
TN-067,"Hancock County",1.56,30,-1.16,2.72
TN-069,"Hardeman County",2.67,62,-0.29,2.96
TN-071,"Hardin County",2.21,51,-0.74,2.95
TN-073,"Hawkins County",1.29,21,-1.31,2.6
TN-075,"Haywood County",2.51,53,-0.48,2.99
TN-077,"Henderson County",1.96,41,-0.99,2.95
TN-079,"Henry County",1.45,23,-1.49,2.94
TN-081,"Hickman County",2.13,46,-0.79,2.92
TN-083,"Houston County",1.36,19,-1.56,2.92
TN-085,"Humphreys County",1.64,29,-1.29,2.93
TN-087,"Jackson County",1.8,32,-1.26,3.06
TN-089,"Jefferson County",1.2,18,-1.35,2.55
TN-091,"Johnson County",2.59,55,-0.5,3.09
TN-093,"Knox County",1.49,26,-1.42,2.91
TN-095,"Lake County",1.61,25,-1.55,3.16
TN-097,"Lauderdale County",2.54,57,-0.56,3.1
TN-099,"Lawrence County",2.39,51,-0.83,3.22
TN-101,"Lewis County",2.34,52,-0.7,3.04
TN-103,"Lincoln County",1.97,37,-1.22,3.19
TN-105,"Loudon County",1.61,30,-1.42,3.03
TN-107,"McMinn County",1.36,25,-1.7,3.06
TN-109,"McNairy County",2.33,54,-0.61,2.94
TN-111,"Macon County",1.91,32,-1.2,3.11
TN-113,"Madison County",2.13,49,-0.78,2.91
TN-115,"Marion County",1.97,33,-1.6,3.57
TN-117,"Marshall County",2.1,39,-1.09,3.19
TN-119,"Maury County",2.24,48,-0.78,3.02
TN-121,"Meigs County",1.41,26,-1.69,3.1
TN-123,"Monroe County",1.42,22,-1.82,3.24
TN-125,"Montgomery County",1.42,24,-1.43,2.85
TN-127,"Moore County",1.55,26,-1.69,3.24
TN-129,"Morgan County",1.47,23,-1.62,3.09
TN-131,"Obion County",1.15,13,-1.92,3.07
TN-133,"Overton County",1.52,23,-1.36,2.88
TN-135,"Perry County",2.11,48,-0.89,3
TN-137,"Pickett County",1.55,26,-1.29,2.84
TN-139,"Polk County",1.29,20,-1.85,3.14
TN-141,"Putnam County",1.66,26,-1.38,3.04
TN-143,"Rhea County",1.51,24,-1.75,3.26
TN-145,"Roane County",1.42,27,-1.59,3.01
TN-147,"Robertson County",1.56,30,-1.3,2.86
TN-149,"Rutherford County",1.64,30,-1.41,3.05
TN-151,"Scott County",1.56,22,-1.46,3.02
TN-153,"Sequatchie County",1.88,33,-1.62,3.5
TN-155,"Sevier County",1.26,12,-2.07,3.33
TN-157,"Shelby County",3.6,85,0.54,3.06
TN-159,"Smith County",1.82,34,-1.33,3.15
TN-161,"Stewart County",1.2,19,-1.73,2.93
TN-163,"Sullivan County",1.55,28,-1.09,2.64
TN-165,"Sumner County",1.73,30,-1.22,2.95
TN-167,"Tipton County",3.06,69,-0.09,3.15
TN-169,"Trousdale County",1.81,29,-1.3,3.11
TN-171,"Unicoi County",1.97,33,-1.18,3.15
TN-173,"Union County",1.43,20,-1.59,3.02
TN-175,"Van Buren County",1.51,26,-1.58,3.09
TN-177,"Warren County",1.69,31,-1.39,3.08
TN-179,"Washington County",1.34,23,-1.28,2.62
TN-181,"Wayne County",2.37,47,-0.79,3.16
TN-183,"Weakley County",1.37,20,-1.6,2.97
TN-185,"White County",1.54,25,-1.48,3.02
TN-187,"Williamson County",1.83,35,-1.11,2.94
TN-189,"Wilson County",1.73,30,-1.37,3.1
TX-001,"Anderson County",3.12,66,-0.43,3.55
TX-003,"Andrews County",2.44,97,0.9,1.54
TX-005,"Angelina County",1.83,41,-1.53,3.36
TX-007,"Aransas County",0.98,21,-2.57,3.55
TX-009,"Archer County",3.55,88,0.68,2.87
TX-011,"Armstrong County",2.36,92,0.58,1.78
TX-013,"Atascosa County",1.33,43,-1.17,2.5
TX-015,"Austin County",2.43,49,-1.27,3.7
TX-017,"Bailey County",1.77,86,0.26,1.51
TX-019,"Bandera County",1.48,38,-1.75,3.23
TX-021,"Bastrop County",2.16,52,-1.29,3.45
TX-023,"Baylor County",3.01,83,0.28,2.73
TX-025,"Bee County",1.29,42,-1.64,2.93
TX-027,"Bell County",2.24,55,-0.97,3.21
TX-029,"Bexar County",1.1,31,-1.93,3.03
TX-031,"Blanco County",1.05,27,-2.13,3.18
TX-033,"Borden County",2.23,88,0.36,1.87
TX-035,"Bosque County",2.43,60,-0.49,2.92
TX-037,"Bowie County",3.16,68,-0.41,3.57
TX-039,"Brazoria County",1.92,31,-2.09,4.01
TX-041,"Brazos County",1.97,43,-1.63,3.6
TX-043,"Brewster County",2.29,102,1.02,1.27
TX-045,"Briscoe County",2.05,83,0.26,1.79
TX-047,"Brooks County",0.52,16,-1.67,2.19
TX-049,"Brown County",2.78,75,0.0,2.78
TX-051,"Burleson County",1.87,39,-1.58,3.45
TX-053,"Burnet County",1.85,49,-1.2,3.05
TX-055,"Caldwell County",1.59,39,-1.75,3.34
TX-057,"Calhoun County",1.63,34,-2.27,3.9
TX-059,"Callahan County",3.44,93,0.74,2.7
TX-061,"Cameron County",1.11,27,-1.69,2.8
TX-063,"Camp County",4.82,93,1.21,3.61
TX-065,"Carson County",2.41,95,0.7,1.71
TX-067,"Cass County",3.09,65,-0.38,3.47
TX-069,"Castro County",1.98,84,0.28,1.7
TX-071,"Chambers County",3.64,72,-0.34,3.98
TX-073,"Cherokee County",2.65,60,-0.86,3.51
TX-075,"Childress County",2.33,83,0.11,2.22
TX-077,"Clay County",4.26,94,1.06,3.2
TX-079,"Cochran County",1.78,87,0.21,1.57
TX-081,"Coke County",3.26,96,0.84,2.42
TX-083,"Coleman County",3.12,88,0.48,2.64
TX-085,"Collin County",5.65,98,1.94,3.71
TX-087,"Collingsworth County",2.11,79,-0.11,2.22
TX-089,"Colorado County",2.02,40,-1.7,3.72
TX-091,"Comal County",0.91,25,-2.41,3.32
TX-093,"Comanche County",2.42,65,-0.51,2.93
TX-095,"Concho County",3.16,88,0.67,2.49
TX-097,"Cooke County",5.18,97,1.61,3.57
TX-099,"Coryell County",2.39,64,-0.62,3.01
TX-101,"Cottle County",2.65,86,0.35,2.3
TX-103,"Crane County",2.19,93,0.71,1.48
TX-105,"Crockett County",3.46,101,1.47,1.99
TX-107,"Crosby County",2.02,80,-0.02,2.04
TX-109,"Culberson County",2.17,109,1.05,1.12
TX-111,"Dallam County",0.81,67,-0.42,1.23
TX-113,"Dallas County",4.92,96,1.42,3.5
TX-115,"Dawson County",2.73,98,0.98,1.75
TX-117,"Deaf Smith County",1.8,89,0.23,1.57
TX-119,"Delta County",6.2,106,2.47,3.73
TX-121,"Denton County",4.68,92,1.22,3.46
TX-123,"DeWitt County",0.85,21,-2.52,3.37
TX-125,"Dickens County",1.78,69,-0.47,2.25
TX-127,"Dimmit County",1.49,58,-0.73,2.22
TX-129,"Donley County",1.92,83,-0.07,1.99
TX-131,"Duval County",1.42,53,-0.8,2.22
TX-133,"Eastland County",2.93,78,0.09,2.84
TX-135,"Ector County",1.39,76,-0.11,1.5
TX-137,"Edwards County",1.61,54,-0.91,2.52
TX-139,"Ellis County",4.74,96,1.36,3.38
TX-141,"El Paso County",2.56,123,1.74,0.82
TX-143,"Erath County",2.11,55,-0.91,3.02
TX-145,"Falls County",1.87,48,-1.47,3.34
TX-147,"Fannin County",6.33,112,2.68,3.65
TX-149,"Fayette County",1.9,43,-1.64,3.54
TX-151,"Fisher County",2.86,91,0.62,2.24
TX-153,"Floyd County",2.02,82,0.07,1.95
TX-155,"Foard County",3.28,95,0.71,2.57
TX-157,"Fort Bend County",1.95,32,-1.86,3.81
TX-159,"Franklin County",5.44,103,1.84,3.6
TX-161,"Freestone County",3.37,68,-0.2,3.57
TX-163,"Frio County",1.8,62,-0.64,2.44
TX-165,"Gaines County",3.58,110,1.97,1.61
TX-167,"Galveston County",2.68,47,-1.27,3.95
TX-169,"Garza County",2.26,86,0.28,1.98
TX-171,"Gillespie County",1.21,34,-1.79,3
TX-173,"Glasscock County",1.98,86,0.17,1.81
TX-175,"Goliad County",1.42,37,-1.87,3.29
TX-177,"Gonzales County",1.11,31,-2.2,3.31
TX-179,"Gray County",2.27,87,0.4,1.87
TX-181,"Grayson County",5.54,103,1.92,3.62
TX-183,"Gregg County",2.89,67,-0.59,3.48
TX-185,"Grimes County",2.0,40,-1.7,3.7
TX-187,"Guadalupe County",0.95,26,-2.38,3.33
TX-189,"Hale County",2.2,91,0.4,1.8
TX-191,"Hall County",2.07,83,0.07,2
